id,number,done,comment,id_wo_ex
6790,6,1,,227_2
6791,7,1,,227_2
6792,8,1,,227_2
6793,9,1,,227_2
6794,1,1,,227_15
6795,2,1,,227_15
6796,1,1,,227_32
6797,2,1,,227_32
6798,3,1,,227_32
6799,1,1,,227_17
6800,2,1,,227_17
6801,3,1,,227_17
6802,4,1,,227_17
6803,5,1,,227_17
6804,1,1,,227_48
6805,2,1,,227_48
6806,3,1,,227_48
6807,1,1,,228_42
6808,2,1,,228_42
6809,3,1,,228_42
6810,1,1,,228_16
6811,2,1,,228_16
6812,3,1,,228_16
6813,4,1,,228_16
6814,5,1,,228_16
6815,6,1,,228_16
6816,7,1,,228_16
6817,8,1,,228_16
6818,1,1,,228_7
6819,1,1,,229_2
6820,2,1,,229_2
6821,3,1,,229_2
6822,4,1,,229_2
6823,5,1,,229_2
6824,6,1,,229_2
6825,7,1,,229_2
6826,8,1,,229_2
6827,9,1,,229_2
6828,1,1,,229_15
6831,1,1,,229_23
6832,1,1,,229_35
6833,2,1,,229_35
6834,3,1,,229_35
6835,4,1,,229_35
6836,5,1,,229_35
6837,1,1,,229_48
6838,2,1,,229_48
6839,3,1,,229_48
6840,1,1,,230_1
6841,2,1,,230_1
6842,3,1,,230_1
6843,4,1,,230_1
6844,5,1,,230_1
6845,6,1,,230_1
6846,7,1,,230_1
6847,8,1,,230_1
6848,9,1,,230_1
6849,10,1,,230_1
6850,11,1,,230_1
6851,1,1,,230_16
6852,2,1,,230_16
6853,3,1,,230_16
6854,4,1,,230_16
6855,1,1,,230_38
6856,2,1,,230_38
6857,3,1,,230_38
6858,1,1,,230_5
6859,2,1,,230_5
6860,3,1,,230_5
6861,1,1,,231_2
6862,2,1,,231_2
6863,3,1,,231_2
6864,4,1,,231_2
6865,5,1,,231_2
6866,6,1,,231_2
6867,7,1,,231_2
6868,8,1,,231_2
6869,9,1,,231_2
6870,1,1,35 град,231_9
6871,2,1,,231_9
6872,3,1,,231_9
6873,4,1,,231_9
6874,1,1,,231_32
6875,2,1,,231_32
6876,3,1,,231_32
6877,1,1,,231_59
6878,2,1,,231_59
6879,3,1,,231_59
6880,1,1,,231_58
6881,2,1,,231_58
6882,3,1,,231_58
6883,1,1,,231_22
6884,2,1,,231_22
6885,3,1,,231_22
6886,1,1,2 с,232_42
6887,2,1,2 с,232_42
6888,3,1,2 с,232_42
6889,4,1,2 с,232_42
6890,1,1,,232_16
6891,2,1,,232_16
6892,3,1,,232_16
6893,4,1,,232_16
6894,5,1,,232_16
6895,6,1,,232_16
6896,7,1,,232_16
6897,1,1,,232_7
6898,2,1,,232_7
6899,1,1,,233_2
6900,2,1,,233_2
6901,3,1,,233_2
6902,4,1,,233_2
6903,5,1,,233_2
6904,6,1,,233_2
6905,7,1,,233_2
6906,8,1,,233_2
6907,9,1,,233_2
6908,10,1,,233_2
6909,1,1,,233_23
6910,2,1,,233_23
6911,1,1,,233_53
6912,2,1,,233_53
6913,3,1,,233_53
6914,1,1,,233_13
6915,2,1,,233_13
6916,3,1,,233_13
6917,1,1,,233_58
6918,2,1,,233_58
6919,3,1,,233_58
6920,1,1,,233_60
6921,2,1,,233_60
6922,3,1,,233_60
6923,1,1,,234_1
6924,2,1,,234_1
6925,3,1,,234_1
6926,4,1,,234_1
6927,5,1,,234_1
6928,6,1,,234_1
6929,7,1,,234_1
6930,8,1,,234_1
6931,9,1,,234_1
6932,1,1,,234_3
6933,2,1,,234_3
6934,3,1,,234_3
6935,4,1,,234_3
6936,5,1,,234_3
6937,1,1,,235_2
6938,2,1,,235_2
6943,3,1,,235_2
6944,4,1,,235_2
6945,5,1,,235_2
6946,6,1,,235_2
6947,7,1,,235_2
6948,8,1,,235_2
6949,9,1,,235_2
6950,10,1,,235_2
6951,11,1,,235_2
6952,12,1,,235_2
6953,1,1,,235_45
6954,2,1,,235_45
6955,3,1,,235_45
6956,1,1,,235_17
6957,2,1,,235_17
6958,3,1,,235_17
6959,4,1,,235_17
6960,5,1,,235_17
6961,1,1,,235_22
6962,2,1,,235_22
6963,3,1,,235_22
6964,4,1,,235_22
6965,1,1,,236_31
6966,2,1,,236_31
6967,3,1,,236_31
6968,4,1,,236_31
6969,5,1,,236_31
6970,6,1,,236_31
6971,7,1,,236_31
6972,1,1,,236_3
6973,2,1,,236_3
6974,3,1,,236_3
6975,4,1,,236_3
6976,5,1,,236_3
6977,6,1,,236_3
6978,7,1,,236_3
6979,8,1,,236_3
6980,9,1,,236_3
6981,10,1,,236_3
6982,11,1,,236_3
6983,12,1,,236_3
6984,1,1,,236_5
6985,2,1,,236_5
6986,3,1,,236_5
7005,2,1,,237_15
7006,3,1,,237_15
7007,1,1,,237_15
7008,2,1,,237_2
7009,4,1,,237_2
7010,3,1,,237_2
7011,5,1,,237_2
7012,1,1,,237_2
7013,2,1,,237_23
7014,1,1,,237_23
7015,5,1,,237_58
7016,4,1,,237_58
7017,3,1,,237_58
7018,1,1,,237_58
7019,2,1,,237_58
7020,1,1,,237_61
7021,2,1,,237_61
7022,3,1,,237_61
7023,1,1,,238_1
7024,2,1,,238_1
7025,3,1,,238_1
7026,4,1,,238_1
7027,5,1,,238_1
7028,6,1,,238_1
7029,7,1,,238_1
7030,8,1,,238_1
7031,9,1,,238_1
7032,1,1,,238_16
7033,2,1,,238_16
7034,3,1,,238_16
7035,4,1,,238_16
7036,5,1,,238_16
7037,6,1,,238_16
7038,1,1,,238_38
7039,2,1,,238_38
7040,3,1,,238_38
7041,1,1,,239_2
7042,2,1,,239_2
7043,3,1,,239_2
7044,4,1,,239_2
7045,5,1,,239_2
7046,6,1,,239_2
7047,7,1,,239_2
7048,8,1,,239_2
7049,9,1,,239_2
7050,10,1,,239_2
7051,11,1,,239_2
7052,1,1,,239_23
7053,2,1,,239_23
7054,1,1,,239_12
7055,2,1,,239_12
7056,3,1,,239_12
7057,1,1,,239_13
7058,2,1,,239_13
7059,3,1,,239_13
7060,1,1,,239_22
7061,2,1,,239_22
7062,3,1,,239_22
7063,1,1,,240_31
7064,2,1,,240_31
7065,1,1,,240_16
7066,2,1,,240_16
7067,3,1,,240_16
7068,4,1,,240_16
7069,5,1,,240_16
7070,6,1,,240_16
7071,7,1,,240_16
7072,8,1,,240_16
7073,1,1,,240_7
7074,2,1,,240_7
7075,1,1,,240_38
7076,2,1,,240_38
7077,3,1,,240_38
7078,1,1,,241_2
7079,2,1,,241_2
7080,3,1,,241_2
7081,4,1,,241_2
7082,5,1,,241_2
7083,6,1,,241_2
7084,7,1,,241_2
7085,8,1,,241_2
7086,9,1,,241_2
7087,10,1,,241_2
7088,11,1,,241_2
7089,12,1,,241_2
7090,13,1,,241_2
7091,14,1,,241_2
7092,1,1,,241_69
7093,2,1,,241_69
7094,3,1,,241_69
7095,1,1,30 град,241_9
7096,2,1,30 град,241_9
7097,3,1,30 град,241_9
7098,1,1,,241_12
7099,2,1,,241_12
7100,3,1,,241_12
7101,4,1,,241_12
7102,1,1,,241_22
7103,2,1,,241_22
7104,3,1,,241_22
7105,1,1,,242_1
7106,2,1,,242_1
7107,3,1,,242_1
7108,4,1,,242_1
7109,5,1,,242_1
7110,6,1,,242_1
7111,7,1,,242_1
7112,8,1,,242_1
7113,9,1,,242_1
7114,10,1,,242_1
7115,1,1,,242_3
7116,2,1,,242_3
7117,3,1,,242_3
7118,1,1,,243_2
7119,2,1,,243_2
7120,3,1,,243_2
7121,4,1,,243_2
7122,5,1,,243_2
7123,6,1,,243_2
7124,7,1,,243_2
7125,8,1,,243_2
7126,9,1,,243_2
7127,10,1,,243_2
7128,1,1,,243_23
7129,1,1,,243_35
7130,2,1,,243_35
7131,3,1,,243_35
7132,1,1,,243_19
7133,2,1,,243_19
7134,3,1,,243_19
7135,1,1,,243_48
7136,2,1,,243_48
7137,3,1,,243_48
7138,1,1,2 с,244_42
7139,2,1,,244_42
7140,3,1,,244_42
7141,1,1,,244_3
7142,2,1,,244_3
7143,3,1,,244_3
7144,4,1,,244_3
7145,1,1,,245_2
7146,2,1,,245_2
7147,3,1,,245_2
7148,4,1,,245_2
7149,5,1,,245_2
7150,6,1,,245_2
7151,1,1,,245_23
7152,2,1,,245_23
7153,1,1,,245_13
7154,2,1,,245_13
7155,3,1,,245_13
7156,1,1,,245_58
7157,2,1,,245_58
7158,3,1,,245_58
7159,1,1,,245_22
7160,2,1,,245_22
7161,3,1,,245_22
7162,1,1,,246_1
7163,2,1,,246_1
7164,3,1,,246_1
7165,4,1,,246_1
7166,5,1,,246_1
7167,6,1,,246_1
7168,7,1,,246_1
7169,8,1,,246_1
7170,9,1,,246_1
7171,10,1,,246_1
7172,11,1,,246_1
7173,12,1,,246_1
7174,1,1,,246_16
7175,2,1,,246_16
7176,3,1,,246_16
7177,4,1,,246_16
7178,5,1,,246_16
7179,1,1,,247_6
7180,2,1,,247_6
7181,3,1,,247_6
7182,4,1,,247_6
7183,1,1,,247_33
7184,2,1,,247_33
7185,3,1,,247_33
7186,4,1,,247_33
7187,1,1,,247_53
7188,2,1,,247_53
7189,3,1,,247_53
7190,1,1,,247_17
7191,2,1,,247_17
7192,3,1,,247_17
7193,1,1,,248_31
7194,2,1,,248_31
7195,3,1,,248_31
7196,1,1,,248_3
7197,2,1,,248_3
7198,3,1,,248_3
7199,4,1,,248_3
7200,5,1,,248_3
7201,6,1,,248_3
7202,7,1,,248_3
7203,8,1,,248_3
7204,9,1,,248_3
7205,10,1,,248_3
7206,1,1,,249_2
7207,2,1,,249_2
7208,3,1,,249_2
7209,4,1,,249_2
7210,5,1,,249_2
7211,6,1,,249_2
7212,7,1,,249_2
7213,8,1,,249_2
7214,9,1,,249_2
7215,10,1,,249_2
7216,11,1,,249_2
7217,1,1,,249_23
7218,2,1,,249_23
7219,1,1,,249_53
7220,2,1,,249_53
7221,3,1,,249_53
7222,1,1,,249_35
7223,2,1,,249_35
7224,3,1,,249_35
7225,4,1,,249_35
7226,1,1,,249_40
7227,2,1,,249_40
7228,3,1,,249_40
7229,4,1,,249_40
7230,1,1,,249_24
7231,2,1,,249_24
7232,3,1,,249_24
7233,1,1,,249_48
7234,2,1,,249_48
7235,3,1,,249_48
7236,1,1,,250_1
7237,2,1,,250_1
7238,3,1,,250_1
7239,4,1,,250_1
7240,5,1,,250_1
7241,6,1,,250_1
7242,1,1,,250_3
7243,2,1,,250_3
7244,3,1,,250_3
7245,4,1,,250_3
7246,1,1,,251_2
7247,2,1,,251_2
7248,3,1,,251_2
7249,4,1,,251_2
7250,5,1,,251_2
7251,6,1,,251_2
7252,7,1,,251_2
7253,1,1,35 град,251_9
7254,2,1,35 град,251_9
7255,3,1,35 град,251_9
7256,1,1,,251_52
7257,2,1,,251_52
7258,1,1,,251_35
7259,2,1,,251_35
7260,3,1,,251_35
7261,4,1,,251_35
7262,5,1,,251_35
7263,1,1,,251_22
7264,2,1,,251_22
7265,3,1,,251_22
7266,1,1,,252_42
7267,2,1,,252_42
7268,3,1,,252_42
7269,1,1,,252_16
7270,2,1,,252_16
7271,3,1,,252_16
7272,4,1,,252_16
7273,5,1,,252_16
7274,6,1,,252_16
7275,7,1,,252_16
7276,1,1,,252_38
7277,2,1,,252_38
7278,3,1,,252_38
7279,1,1,,253_2
7280,2,1,,253_2
7281,3,1,,253_2
7282,4,1,,253_2
7283,5,1,,253_2
7284,1,1,,253_8
7285,2,1,,253_8
7286,3,1,,253_8
7287,4,1,,253_8
7288,1,1,,253_35
7289,2,1,,253_35
7290,3,1,,253_35
7291,1,1,,253_40
7292,2,1,,253_40
7293,3,1,,253_40
7294,1,1,,253_22
7295,2,1,,253_22
7296,3,1,,253_22
7297,1,1,,253_25
7298,2,1,,253_25
7299,3,1,,253_25
7300,1,1,,254_1
7301,2,1,,254_1
7302,3,1,,254_1
7303,4,1,,254_1
7304,5,1,,254_1
7305,6,1,,254_1
7306,7,1,,254_1
7307,8,1,,254_1
7308,9,1,,254_1
7309,1,1,,254_3
7310,2,1,,254_3
7311,3,1,,254_3
7312,4,1,,254_3
7313,5,1,,254_3
7314,1,1,,255_2
7315,2,1,,255_2
7316,3,1,,255_2
7317,4,1,,255_2
7318,5,1,,255_2
7319,1,1,,255_15
7320,2,1,,255_15
7321,3,1,,255_15
7322,4,1,,255_15
7323,5,1,,255_15
7324,6,1,,255_15
7325,1,1,,255_53
7326,2,1,,255_53
7327,3,1,,255_53
7328,1,1,,255_19
7329,2,1,,255_19
7330,3,1,,255_19
7331,4,1,,255_19
7332,1,1,,255_60
7333,2,1,,255_60
7334,3,1,,255_60
7335,1,1,,256_1
7336,2,1,,256_1
7337,3,1,,256_1
7338,1,1,,256_3
7339,2,1,,256_3
7340,3,1,,256_3
7341,4,1,,256_3
7342,5,1,,256_3
7343,6,1,,256_3
7344,7,1,,256_3
7345,8,1,,256_3
7346,1,1,,257_2
7347,2,1,,257_2
7348,3,1,,257_2
7349,4,1,,257_2
7350,5,1,,257_2
7351,6,1,,257_2
7352,7,1,,257_2
7353,8,1,,257_2
7354,9,1,,257_2
7355,10,1,,257_2
7356,1,1,,257_6
7357,2,1,,257_6
7358,3,1,,257_6
7359,1,1,,257_35
7360,2,1,,257_35
7361,3,1,,257_35
7362,1,1,,257_40
7363,2,1,,257_40
7364,3,1,,257_40
7365,1,1,,257_48
7366,2,1,,257_48
7367,3,1,,257_48
7368,1,1,,258_1
7369,2,1,,258_1
7370,3,1,,258_1
7371,4,1,,258_1
7372,5,1,,258_1
7373,6,1,,258_1
7374,1,1,,258_3
7375,2,1,,258_3
7376,3,1,,258_3
7377,4,1,,258_3
7378,1,1,,259_2
7379,2,1,,259_2
7380,3,1,,259_2
7381,4,1,,259_2
7382,5,1,,259_2
7383,1,1,,259_15
7384,2,1,,259_15
7385,3,1,,259_15
7386,4,1,,259_15
7387,5,1,,259_15
7388,6,1,,259_15
7389,7,1,,259_15
7390,1,1,,259_35
7391,2,1,,259_35
7392,3,1,,259_35
7393,1,1,,259_40
7394,2,1,,259_40
7395,3,1,,259_40
7396,1,1,,259_25
7397,2,1,,259_25
7398,3,1,,259_25
7399,5,1,,260_1
7400,1,1,,260_1
7401,6,1,,260_1
7402,3,1,,260_1
7403,4,1,,260_1
7404,2,1,,260_1
7405,3,1,,260_3
7406,2,1,,260_3
7407,4,1,,260_3
7408,1,1,,260_3
7409,7,1,,260_1
7410,8,1,,260_1
7411,9,1,,260_1
7412,5,1,,260_3
7414,1,1,,262_2
7415,2,1,,262_2
7416,3,1,,262_2
7417,4,1,,262_2
7418,5,1,,262_2
7419,6,1,,262_2
7420,1,1,,262_13
7421,2,1,,262_13
7422,3,1,,262_13
7423,4,1,,262_13
7424,1,1,,262_58
7425,2,1,,262_58
7426,3,1,,262_58
7427,1,1,,262_60
7428,2,1,,262_60
7429,3,1,,262_60
7430,1,1,,263_31
7431,2,1,,263_31
7432,3,1,,263_31
7433,1,1,,263_7
7434,2,1,,263_7
7435,3,1,,263_7
7436,4,1,,263_7
7437,5,1,,263_7
7438,6,1,,263_7
7439,7,1,,263_7
7440,8,1,,263_7
7441,9,1,,263_7
7442,1,1,,264_15
7443,2,1,,264_15
7444,3,1,,264_15
7445,4,1,,264_15
7446,5,1,,264_15
7447,6,1,,264_15
7448,7,1,,264_15
7449,8,1,,264_15
7450,1,1,,264_17
7451,2,1,,264_17
7452,3,1,,264_17
7453,4,1,,264_17
7454,1,1,,264_19
7455,2,1,,264_19
7456,3,1,,264_19
7457,1,1,,264_48
7458,2,1,,264_48
7459,3,1,,264_48
7460,1,1,,265_1
7461,2,1,,265_1
7462,3,1,,265_1
7463,4,1,,265_1
7464,5,1,,265_1
7465,1,1,,265_16
7466,2,1,,265_16
7467,3,1,,265_16
7468,4,1,,265_16
7469,5,1,,265_16
7470,1,1,,266_2
7471,2,1,,266_2
7472,3,1,,266_2
7473,4,1,,266_2
7474,5,1,,266_2
7475,6,1,,266_2
7476,7,1,,266_2
7477,8,1,,266_2
7478,9,1,,266_2
7479,10,1,,266_2
7480,11,1,,266_2
7481,1,1,,267_1
7482,2,1,,267_1
7483,3,1,,267_1
7484,4,1,,267_1
7488,1,1,,268_2
7489,2,1,,268_2
7490,3,1,,268_2
7491,4,1,,268_2
7492,5,1,,268_2
7493,6,1,,268_2
7494,7,1,,268_2
7495,8,1,,268_2
7496,9,1,,268_2
7497,1,1,,268_52
7498,2,1,,268_52
7499,1,1,,268_35
7500,2,1,,268_35
7501,3,1,,268_35
7502,1,1,,268_40
7503,2,1,,268_40
7504,3,1,,268_40
7505,1,1,,268_39
7506,2,1,,268_39
7507,3,1,,268_39
7508,1,1,Канат,268_25
7509,2,1,,268_25
7510,3,1,,268_25
7511,1,1,,268_48
7512,2,1,,268_48
7513,3,1,,268_48
7514,1,1,,269_1
7515,2,1,,269_1
7516,3,1,,269_1
7517,1,1,,269_16
7518,2,1,,269_16
7519,3,1,,269_16
7520,4,1,,269_16
7521,5,1,,269_16
7522,6,1,,269_16
7523,7,1,,269_16
7524,1,1,,270_2
7525,2,1,,270_2
7526,3,1,,270_2
7527,4,1,,270_2
7528,5,1,,270_2
7529,6,1,,270_2
7530,7,1,,270_2
7531,8,1,,270_2
7532,9,1,,270_2
7533,10,1,,270_2
7534,1,1,,270_17
7535,2,1,,270_17
7536,3,1,,270_17
7537,1,1,,271_1
7538,2,1,,271_1
7539,3,1,,271_1
7540,4,1,,271_1
7541,5,1,,271_1
7542,6,1,,271_1
7543,1,1,,271_16
7544,2,1,,271_16
7545,3,1,,271_16
7546,4,1,,271_16
7547,1,1,,271_38
7548,2,1,,271_38
7549,3,1,,271_38
7550,1,1,,272_6
7551,2,1,,272_6
7552,3,1,,272_6
7553,4,1,,272_6
7554,5,1,,272_6
7555,6,1,,272_6
7556,1,1,,272_71
7557,2,1,,272_71
7558,3,1,,272_71
7559,1,1,,272_58
7560,2,1,,272_58
7561,3,1,,272_58
7562,4,1,,272_58
7563,1,1,,272_39
7564,2,1,,272_39
7565,3,1,,272_39
7566,1,1,,272_48
7567,2,1,,272_48
7568,3,1,,272_48
7569,1,1,,273_31
7570,2,1,,273_31
7571,3,1,,273_31
7572,1,1,,273_3
7573,2,1,,273_3
7574,3,1,,273_3
7575,4,1,,273_3
7576,5,1,,273_3
7577,6,1,,273_3
7578,1,1,,274_2
7579,2,1,,274_2
7580,3,1,,274_2
7581,4,1,,274_2
7582,5,1,,274_2
7583,6,1,,274_2
7584,7,1,,274_2
7585,8,1,,274_2
7586,9,1,,274_2
7587,10,1,,274_2
7588,11,1,,274_2
7589,1,1,,274_32
7590,2,1,,274_32
7591,3,1,,274_32
7592,1,1,,274_35
7593,2,1,,274_35
7594,3,1,,274_35
7595,1,1,,274_40
7596,2,1,,274_40
7597,3,1,,274_40
7602,1,1,,275_1
7603,2,1,,275_1
7604,3,1,,275_1
7605,4,1,,275_1
7606,5,1,,275_1
7607,6,1,,275_1
7608,7,1,,275_1
7609,8,1,,275_1
7610,9,1,,275_1
7611,10,1,,275_1
7612,1,1,,275_42
7613,2,1,,275_42
7614,3,1,,275_42
7615,1,1,,275_3
7616,2,1,,275_3
7617,3,1,,275_3
7618,4,1,,275_3
7619,1,1,,276_2
7620,2,1,,276_2
7621,3,1,,276_2
7622,4,1,,276_2
7623,5,1,,276_2
7624,6,1,,276_2
7625,7,1,,276_2
7626,8,1,,276_2
7627,9,1,,276_2
7628,10,1,,276_2
7629,11,1,,276_2
7630,12,1,,276_2
7631,13,1,,276_2
7632,14,1,,276_2
7633,1,1,,276_23
7634,2,1,,276_23
7635,1,1,,276_58
7636,2,1,,276_58
7637,3,1,,276_58
7638,1,1,,276_13
7639,2,1,,276_13
7640,3,1,,276_13
7641,1,1,В трен 25 кг,276_60
7642,2,1,,276_60
7643,3,1,,276_60
7644,1,1,,276_24
7645,2,1,,276_24
7646,3,1,,276_24
7647,1,1,,276_25
7648,2,1,,276_25
7649,3,1,,276_25
7650,1,1,,277_31
7651,2,1,,277_31
7652,3,1,,277_31
7653,1,1,,277_3
7654,2,1,,277_3
7655,3,1,,277_3
7656,4,1,,277_3
7657,5,1,,277_3
7658,6,1,,277_3
7659,7,1,,277_3
7660,8,1,,277_3
7661,9,1,,277_3
7662,1,1,,277_5
7663,2,1,,277_5
7664,3,1,,277_5
7665,1,1,,278_2
7666,2,1,,278_2
7667,3,1,,278_2
7668,4,1,,278_2
7669,5,1,,278_2
7670,6,1,,278_2
7671,7,1,,278_2
7672,8,1,,278_2
7673,9,1,,278_2
7674,1,1,,278_53
7675,2,1,,278_53
7676,3,1,,278_53
7677,1,1,,278_72
7678,2,1,,278_72
7679,3,1,,278_72
7680,1,1,,278_65
7681,2,1,,278_65
7682,1,1,,279_1
7683,2,1,,279_1
7684,3,1,,279_1
7685,4,1,,279_1
7686,5,1,,279_1
7687,1,1,,279_2
7688,2,1,,279_2
7689,3,1,,279_2
7690,4,1,,279_2
7691,5,1,,279_2
7692,6,1,,279_2
7693,7,1,,279_2
7694,8,1,,279_2
7695,9,1,,279_2
7696,1,1,,279_17
7697,2,1,,279_17
7698,3,1,,279_17
7699,1,1,,279_48
7700,2,1,,279_48
7701,3,1,,279_48
7702,3,1,,280_1
7703,2,1,,280_1
7704,1,1,,280_1
7705,5,1,,280_1
7706,4,1,,280_1
7707,5,1,,280_2
7708,6,1,,280_2
7709,1,1,,280_2
7710,8,1,,280_2
7711,9,1,,280_2
7712,3,1,,280_2
7713,4,1,,280_2
7714,2,1,,280_2
7715,7,1,,280_2
7716,2,1,,280_17
7717,3,1,,280_17
7718,1,1,,280_17
7739,3,1,,282_1
7740,2,1,,282_1
7741,1,1,,282_1
7742,5,1,,282_1
7743,4,1,,282_1
7744,5,1,,282_2
7745,6,1,,282_2
7746,1,1,,282_2
7747,8,1,,282_2
7748,9,1,,282_2
7749,3,1,,282_2
7750,4,1,,282_2
7751,2,1,,282_2
7752,7,1,,282_2
7753,2,1,,282_17
7754,3,1,,282_17
7755,1,1,,282_17
7756,3,1,,282_48
7757,1,1,,282_48
7758,2,1,,282_48
7759,1,1,,283_2
7760,2,1,,283_2
7761,3,1,,283_2
7762,4,1,,283_2
7763,5,1,,283_2
7764,6,1,,283_2
7765,7,1,,283_2
7766,8,1,,283_2
7767,9,1,,283_2
7768,10,1,,283_2
7769,11,1,,283_2
7770,12,1,,283_2
7771,13,1,Нужно 2. Не смог после болезни,283_2
7772,14,1,,283_2
7773,1,1,,283_23
7774,2,1,,283_23
7775,1,1,,283_8
7776,2,1,,283_8
7777,3,1,,283_8
7778,4,1,,283_8
7779,1,1,,283_35
7780,2,1,,283_35
7781,3,1,,283_35
7782,1,1,,283_40
7783,2,1,,283_40
7784,3,1,,283_40
7785,1,1,,283_25
7786,2,1,,283_25
7787,3,1,,283_25
7788,1,1,,283_48
7789,2,1,,283_48
7790,3,1,,283_48
7791,1,1,,284_1
7792,2,1,,284_1
7793,3,1,,284_1
7794,4,1,,284_1
7795,5,1,,284_1
7796,6,1,,284_1
7797,1,1,,284_3
7798,2,1,,284_3
7799,3,1,,284_3
7800,4,1,,284_3
7801,5,1,,284_3
7802,1,1,,285_2
7803,2,1,,285_2
7804,3,1,,285_2
7805,4,1,,285_2
7806,5,1,,285_2
7807,6,1,,285_2
7808,7,1,,285_2
7809,8,1,,285_2
7810,9,1,,285_2
7811,10,1,,285_2
7812,11,1,,285_2
7813,12,1,,285_2
7814,13,1,,285_2
7815,14,1,,285_2
7816,1,1,,285_23
7817,2,1,,285_23
7818,1,1,,285_13
7819,2,1,,285_13
7820,3,1,,285_13
7821,1,1,,285_58
7822,2,1,,285_58
7823,3,1,,285_58
7829,1,1,,286_1
7830,4,1,,286_1
7831,5,1,,286_1
7832,3,1,,286_1
7833,2,1,,286_1
7834,6,1,,286_1
7838,1,1,,286_3
7840,2,1,,286_3
7841,3,1,,286_3
7842,4,1,,286_3
7872,9,1,,287_2
7873,2,1,,287_2
7874,1,1,,287_2
7875,13,1,,287_2
7876,7,1,,287_2
7877,12,1,,287_2
7878,6,1,,287_2
7879,8,1,,287_2
7880,5,1,,287_2
7881,14,1,,287_2
7882,4,1,,287_2
7883,10,1,,287_2
7884,11,1,,287_2
7885,3,1,,287_2
7886,2,1,,287_6
7887,1,1,,287_6
7888,3,1,,287_6
7889,3,1,,287_35
7890,2,1,,287_35
7891,1,1,,287_35
7892,3,1,,287_40
7893,2,1,,287_40
7894,1,1,,287_40
7895,3,1,,287_24
7896,1,1,,287_24
7897,2,1,,287_24
7898,1,1,,287_25
7899,2,1,,287_25
7900,3,1,,287_25
7901,1,1,,288_1
7902,2,1,,288_1
7903,3,1,,288_1
7904,4,1,,288_1
7905,1,1,,288_3
7906,2,1,,288_3
7907,3,1,,288_3
7908,4,1,,288_3
7909,5,1,,288_3
7910,6,1,,288_3
7911,7,1,,288_3
7912,8,1,,288_3
7913,9,1,,288_3
7914,1,1,,288_26
7915,2,1,,288_26
7916,3,1,,288_26
7917,1,1,,289_2
7918,2,1,,289_2
7919,3,1,,289_2
7920,4,1,,289_2
7921,5,1,,289_2
7922,6,1,,289_2
7923,7,1,,289_2
7924,8,1,,289_2
7925,9,1,,289_2
7926,10,1,,289_2
7927,11,1,,289_2
7928,12,1,,289_2
7929,1,1,,289_23
7930,2,1,,289_23
7931,1,1,,289_59
7932,2,1,,289_59
7933,3,1,,289_59
7934,1,1,,289_58
7935,2,1,,289_58
7936,3,1,,289_58
7943,1,1,,290_1
7944,2,1,,290_1
7945,3,1,,290_1
7946,4,1,,290_1
7947,5,1,,290_1
7948,6,1,,290_1
7949,7,1,,290_1
7950,8,1,,290_1
7951,1,1,,290_16
7952,2,1,,290_16
7953,3,1,,290_16
7954,4,1,,290_16
7955,5,1,,290_16
7980,9,1,,291_2
7981,6,1,,291_2
7982,4,1,,291_2
7983,10,1,,291_2
7984,2,1,,291_2
7985,1,1,,291_2
7986,7,1,,291_2
7987,11,1,,291_2
7988,3,1,,291_2
7989,8,1,,291_2
7990,5,1,,291_2
7991,3,1,,291_35
7992,1,1,,291_35
7993,2,1,,291_35
7994,2,1,,291_40
7995,1,1,,291_40
7996,3,1,,291_40
7997,1,1,,291_48
7998,2,1,,291_48
7999,3,1,,291_48
8000,1,1,,291_8
8001,2,1,,291_8
8002,3,1,,291_8
8003,4,1,,291_8
8004,1,1,,292_42
8005,2,1,,292_42
8006,3,1,,292_42
8007,1,1,,292_7
8008,2,1,,292_7
8009,3,1,,292_7
8010,4,1,,292_7
8011,5,1,,292_7
8013,1,1,,292_16
8014,2,1,,292_16
8015,3,1,,292_16
8016,4,1,,292_16
8017,5,1,,292_16
8018,1,1,,293_2
8019,2,1,,293_2
8020,3,1,,293_2
8021,4,1,,293_2
8022,5,1,,293_2
8023,6,1,,293_2
8024,7,1,,293_2
8025,8,1,,293_2
8026,9,1,,293_2
8027,10,1,,293_2
8028,11,1,,293_2
8029,1,1,Накл 35 град,293_9
8030,2,1,,293_9
8031,3,1,,293_9
8032,1,1,,293_35
8033,2,1,,293_35
8034,3,1,,293_35
8035,4,1,,293_35
8036,5,1,,293_35
8037,1,1,,293_65
8038,2,1,,293_65
8039,3,1,,293_65
8040,1,1,,293_24
8041,2,1,,293_24
8042,3,1,,293_24
8057,1,1,,295_7
8061,2,1,,295_16
8062,4,1,,295_16
8063,1,1,,295_16
8065,3,1,,295_16
8066,2,1,,295_42
8067,3,1,,295_42
8068,1,1,,295_42
8069,2,1,,295_7
8070,3,1,,295_7
8072,4,1,,295_7
8073,5,1,,295_7
8074,1,1,,296_2
8075,2,1,,296_2
8076,3,1,,296_2
8077,4,1,,296_2
8078,5,1,,296_2
8079,6,1,,296_2
8080,7,1,,296_2
8081,8,1,,296_2
8082,9,1,,296_2
8083,10,1,,296_2
8084,11,1,,296_2
8085,12,1,,296_2
8086,13,1,,296_2
8087,1,1,,296_52
8088,2,1,,296_52
